5988, 0.750000, 0.750000, 
7238, 0.750000, 0.750000, 
8488, 0.750000, 0.750000, 
9738, 0.750000, 0.750000, 
10988, 0.750000, 0.750000, 
12237, 0.750000, 0.750000, 
13488, 0.750000, 0.750000, 
14738, 0.750000, 0.750000, 
15988, 0.750000, 0.750000, 
17238, 0.750000, 0.750000, 
18488, 0.750000, 0.750000, 
19738, 0.750000, 0.750000, 
20987, 0.750000, 0.750000, 
22237, 0.750000, 0.750000, 
23487, 0.750000, 0.750000, 
24737, 0.750000, 0.750000, 
25987, 0.750000, 0.750000, 
27237, 0.750000, 0.750000, 
28487, 0.750000, 0.750000, 
29737, 0.750000, 0.750000, 
30987, 0.750000, 0.750000, 
32237, 0.750000, 0.750000, 
33486, 0.750000, 0.750000, 
34737, 0.750000, 0.750000, 
35987, 0.750000, 0.750000, 
37237, 0.750000, 0.750000, 
38486, 0.750000, 0.750000, 
39737, 0.750000, 0.750000, 
40987, 0.750000, 0.750000, 
42236, 0.750000, 0.750000, 
43484, 0.750000, 0.750000, 
44734, 0.750000, 0.750000, 
45984, 0.750000, 0.750000, 
47234, 0.750000, 0.750000, 
48484, 0.750000, 0.750000, 
49734, 0.750000, 0.750000, 
50984, 0.750000, 0.750000, 
52234, 0.750000, 0.750000, 
53484, 0.750000, 0.750000, 
54734, 0.750000, 0.750000, 
55984, 0.750000, 0.750000, 
57234, 0.750000, 0.750000, 
58483, 0.750000, 0.750000, 
59733, 0.750000, 0.750000, 
60984, 0.750000, 0.750000, 
62234, 0.750000, 0.750000, 
63483, 0.750000, 0.750000, 
64734, 0.750000, 0.750000, 
65983, 0.750000, 0.750000, 
67233, 0.750000, 0.750000, 
68484, 0.750000, 0.750000, 
69733, 0.750000, 0.750000, 
70984, 0.750000, 0.750000, 
72233, 0.750000, 0.750000, 
73484, 0.750000, 0.750000, 
74734, 0.750000, 0.750000, 
75984, 0.750000, 0.750000, 
77234, 0.750000, 0.750000, 
78484, 0.750000, 0.750000, 
79734, 0.750000, 0.750000, 
80983, 0.750000, 0.750000, 
82234, 0.750000, 0.750000, 
83484, 0.750000, 0.750000, 
84734, 0.750000, 0.750000, 
85984, 0.750000, 0.750000, 
87234, 0.750000, 0.750000, 
88483, 0.750000, 0.750000, 
89734, 0.750000, 0.750000, 
90984, 0.750000, 0.750000, 
92234, 0.750000, 0.750000, 
93484, 0.750000, 0.750000, 
94734, 0.750000, 0.750000, 
95984, 0.750000, 0.750000, 
97234, 0.750000, 0.750000, 
98483, 0.750000, 0.750000, 
99733, 0.750000, 0.750000, 
100983, 0.750000, 0.750000, 
102233, 0.750000, 0.750000, 
103483, 0.750000, 0.750000, 
104733, 0.750000, 0.750000, 
105983, 0.750000, 0.750000, 
107233, 0.750000, 0.750000, 
108483, 0.750000, 0.750000, 
109733, 0.750000, 0.750000, 
110983, 0.750000, 0.750000, 
112233, 0.750000, 0.750000, 
113483, 0.750000, 0.750000, 
114733, 0.750000, 0.750000, 
115983, 0.750000, 0.750000, 
117233, 0.750000, 0.750000, 
118482, 0.750000, 0.750000, 
119733, 0.750000, 0.750000, 
120981, 0.750000, 0.750000, 
122231, 0.750000, 0.750000, 
123481, 0.750000, 0.750000, 
124731, 0.750000, 0.750000, 
125980, 0.750000, 0.750000, 
127231, 0.750000, 0.750000, 
128481, 0.750000, 0.750000, 
129731, 0.750000, 0.750000, 
130980, 0.750000, 0.750000, 
132231, 0.750000, 0.750000, 
133481, 0.750000, 0.750000, 
134731, 0.750000, 0.750000, 
135981, 0.750000, 0.750000, 
137231, 0.750000, 0.750000, 
138481, 0.750000, 0.750000, 
139730, 0.750000, 0.750000, 
140981, 0.750000, 0.750000, 
142231, 0.750000, 0.750000, 
143481, 0.750000, 0.750000, 
144730, 0.750000, 0.750000, 
145981, 0.750000, 0.750000, 
147231, 0.750000, 0.750000, 
148481, 0.750000, 0.750000, 
149731, 0.750000, 0.750000, 
