5988, 120.000000, 120.000000, 120.000000, 
7238, 120.000000, 120.000000, 120.000000, 
8488, 120.000000, 120.000000, 120.000000, 
9738, 120.000000, 120.000000, 120.000000, 
10988, 120.000000, 120.000000, 120.000000, 
12237, 120.000000, 120.000000, 120.000000, 
13488, 120.000000, 120.000000, 120.000000, 
14738, 120.000000, 120.000000, 120.000000, 
15988, 120.000000, 120.000000, 120.000000, 
17238, 120.000000, 120.000000, 120.000000, 
18488, 120.000000, 120.000000, 120.000000, 
19738, 120.000000, 120.000000, 120.000000, 
20987, 120.000000, 120.000000, 120.000000, 
22237, 120.000000, 120.000000, 120.000000, 
23487, 120.000000, 120.000000, 120.000000, 
24737, 120.000000, 120.000000, 120.000000, 
25987, 120.000000, 120.000000, 120.000000, 
27237, 120.000000, 120.000000, 120.000000, 
28487, 120.000000, 120.000000, 120.000000, 
29737, 120.000000, 120.000000, 120.000000, 
30987, 120.000000, 120.000000, 120.000000, 
32237, 120.000000, 120.000000, 120.000000, 
33486, 120.000000, 120.000000, 120.000000, 
34737, 120.000000, 120.000000, 120.000000, 
35987, 120.000000, 120.000000, 120.000000, 
37237, 120.000000, 120.000000, 120.000000, 
38486, 120.000000, 120.000000, 120.000000, 
39737, 120.000000, 120.000000, 120.000000, 
40987, 120.000000, 120.000000, 120.000000, 
42236, 120.000000, 120.000000, 120.000000, 
43484, 120.000000, 120.000000, 120.000000, 
44734, 120.000000, 120.000000, 120.000000, 
45984, 120.000000, 120.000000, 120.000000, 
47234, 120.000000, 120.000000, 120.000000, 
48484, 120.000000, 120.000000, 120.000000, 
49734, 120.000000, 120.000000, 120.000000, 
50984, 120.000000, 120.000000, 120.000000, 
52234, 120.000000, 120.000000, 120.000000, 
53484, 120.000000, 120.000000, 120.000000, 
54734, 120.000000, 120.000000, 120.000000, 
55984, 120.000000, 120.000000, 120.000000, 
57234, 120.000000, 120.000000, 120.000000, 
58483, 120.000000, 120.000000, 120.000000, 
59733, 120.000000, 120.000000, 120.000000, 
60984, 120.000000, 120.000000, 120.000000, 
62234, 120.000000, 120.000000, 120.000000, 
63483, 120.000000, 120.000000, 120.000000, 
64734, 120.000000, 120.000000, 120.000000, 
65983, 120.000000, 120.000000, 120.000000, 
67233, 120.000000, 120.000000, 120.000000, 
68484, 120.000000, 120.000000, 120.000000, 
69733, 120.000000, 120.000000, 120.000000, 
70984, 120.000000, 120.000000, 120.000000, 
72233, 120.000000, 120.000000, 120.000000, 
73484, 120.000000, 120.000000, 120.000000, 
74734, 120.000000, 120.000000, 120.000000, 
75984, 120.000000, 120.000000, 120.000000, 
77234, 120.000000, 120.000000, 120.000000, 
78484, 120.000000, 120.000000, 120.000000, 
79734, 120.000000, 120.000000, 120.000000, 
80983, 120.000000, 120.000000, 120.000000, 
82234, 120.000000, 120.000000, 120.000000, 
83484, 120.000000, 120.000000, 120.000000, 
84734, 120.000000, 120.000000, 120.000000, 
85984, 120.000000, 120.000000, 120.000000, 
87234, 120.000000, 120.000000, 120.000000, 
88483, 120.000000, 120.000000, 120.000000, 
89734, 120.000000, 120.000000, 120.000000, 
90984, 120.000000, 120.000000, 120.000000, 
92234, 120.000000, 120.000000, 120.000000, 
93484, 120.000000, 120.000000, 120.000000, 
94734, 120.000000, 120.000000, 120.000000, 
95984, 120.000000, 120.000000, 120.000000, 
97234, 120.000000, 120.000000, 120.000000, 
98483, 120.000000, 120.000000, 120.000000, 
99733, 120.000000, 120.000000, 120.000000, 
100983, 120.000000, 120.000000, 120.000000, 
102233, 120.000000, 120.000000, 120.000000, 
103483, 120.000000, 120.000000, 120.000000, 
104733, 120.000000, 120.000000, 120.000000, 
105983, 120.000000, 120.000000, 120.000000, 
107233, 120.000000, 120.000000, 120.000000, 
108483, 120.000000, 120.000000, 120.000000, 
109733, 120.000000, 120.000000, 120.000000, 
110983, 120.000000, 120.000000, 120.000000, 
112233, 120.000000, 120.000000, 120.000000, 
113483, 120.000000, 120.000000, 120.000000, 
114733, 120.000000, 120.000000, 120.000000, 
115983, 120.000000, 120.000000, 120.000000, 
117233, 120.000000, 120.000000, 120.000000, 
118482, 120.000000, 120.000000, 120.000000, 
119733, 120.000000, 120.000000, 120.000000, 
120981, 120.000000, 120.000000, 120.000000, 
122231, 120.000000, 120.000000, 120.000000, 
123481, 120.000000, 120.000000, 120.000000, 
124731, 120.000000, 120.000000, 120.000000, 
125980, 120.000000, 120.000000, 120.000000, 
127231, 120.000000, 120.000000, 120.000000, 
128481, 120.000000, 120.000000, 120.000000, 
129731, 120.000000, 120.000000, 120.000000, 
130980, 120.000000, 120.000000, 120.000000, 
132231, 120.000000, 120.000000, 120.000000, 
133481, 120.000000, 120.000000, 120.000000, 
134731, 120.000000, 120.000000, 120.000000, 
135981, 120.000000, 120.000000, 120.000000, 
137231, 120.000000, 120.000000, 120.000000, 
138481, 120.000000, 120.000000, 120.000000, 
139730, 120.000000, 120.000000, 120.000000, 
140981, 120.000000, 120.000000, 120.000000, 
142231, 120.000000, 120.000000, 120.000000, 
143481, 120.000000, 120.000000, 120.000000, 
144730, 120.000000, 120.000000, 120.000000, 
145981, 120.000000, 120.000000, 120.000000, 
147231, 120.000000, 120.000000, 120.000000, 
148481, 120.000000, 120.000000, 120.000000, 
149731, 120.000000, 120.000000, 120.000000, 
